ID,Nacimiento,Estado_Civil,Nivel_Educacion,Pais,Ingreso_anual_hogar,Hijos_menores,Hijos_adolescentes,Dias_antiguedad,Monto_Bebidas_Alcoholicas,Monto_Frutas_Verduras,Monto_Carnes,Monto_Pescaderia,Monto_Dulces,Monto_Productos_Premium
2829,1955,Casado_a,Graduado,Canada,"65210,0000",0,1,2523,626,0,70,0,7,28
8594,1958,Viudo_a,Doctorado,Spain,"50520,0000",0,1,2771,112,0,6,2,1,14
1592,1970,Casado_a,Graduado,Canada,"90765,0000",0,0,2775,547,99,812,151,82,33
4310,1944,Casado_a,Graduado,Australia,"80589,0000",0,0,2777,507,93,520,242,40,26
6950,1958,Casado_a,Master,Canada,"49572,0000",1,1,2815,35,1,16,0,1,1
8492,1978,Convivencia,Graduado,Spain,"75437,0000",0,0,2910,795,0,545,95,58,0
5684,1971,Divorciado_a,Master,Spain,"44635,0000",1,1,2850,56,0,9,0,0,3
5909,1964,Casado_a,Graduado,Alemania,"58512,0000",0,1,2902,895,10,101,13,0,152
9855,1952,Soltero_a,Doctorado,Spain,"62000,0000",0,1,2927,899,0,101,0,0,20
975,1956,Soltero_a,Graduado,Australia,"54252,0000",1,1,3016,178,4,26,8,4,44
8754,1974,Convivencia,Doctorado,Spain,"45068,0000",0,1,3028,14,0,3,0,0,3
1456,1979,Soltero_a,Graduado,India,"60474,0000",0,1,3160,265,199,303,234,9,170
2849,1979,Soltero_a,Graduado,Canada,"60474,0000",0,1,3160,265,199,303,234,9,170
9984,1981,Casado_a,Graduado,Spain,"56337,0000",1,1,3078,349,16,144,28,5,182
5527,1987,Convivencia,Graduado,Spain,"22434,0000",1,0,3120,4,12,11,3,13,15
5628,1982,Convivencia,Graduado,USA,"61416,0000",0,0,2950,848,154,323,201,61,78
7627,1975,Casado_a,Master,Spain,"92163,0000",0,0,3183,817,183,797,106,163,20
1351,1956,Convivencia,Master,Spain,"58656,0000",0,1,3266,962,12,194,16,24,12
10629,1973,Casado_a,Graduado,Alemania,"52247,2514",1,0,3272,25,3,43,17,4,17
10395,1986,Soltero_a,Secundario,Spain,"8940,0000",1,0,3295,1,45,3,4,6,42
6961,1974,Casado_a,Graduado,Spain,"26751,0000",2,0,2657,1,1,5,0,3,1
10196,1978,Casado_a,Graduado,USA,"71427,0000",2,0,2462,212,123,177,15,64,23
6182,1984,Convivencia,Graduado,USA,"26646,0000",1,0,2524,11,4,20,10,3,5
10432,1974,Divorciado_a,Graduado,Canada,"19346,0000",1,0,2769,2,0,9,3,6,2
1542,1975,Soltero_a,Graduado,USA,"56243,0000",1,2,2800,347,0,35,4,3,7
4220,1970,Casado_a,Doctorado,Canada,"59892,0000",0,1,3122,73,0,13,0,1,0
4141,1965,Convivencia,Graduado,USA,"71613,0000",0,0,2931,426,49,127,111,21,42
1940,1986,Casado_a,Graduado,Australia,"25252,0000",1,0,2823,1,3,4,2,2,6
1506,1975,Soltero_a,Graduado,Spain,"42160,0000",1,1,2985,48,9,45,3,15,20
6347,1979,Soltero_a,Secundario,Spain,"15862,0000",1,0,2986,1,1,4,11,9,10
1361,1974,Casado_a,Master,Spain,"82584,0000",0,0,3068,1076,68,103,29,91,68
9422,1989,Casado_a,Graduado,Australia,"38360,0000",1,0,3013,36,2,42,20,21,10
1081,1957,Casado_a,Doctorado,Arabia_Saudita,"75283,0000",1,2,3078,733,9,180,12,19,66
7458,1956,Convivencia,Master,Australia,"34941,0000",1,1,3010,39,2,25,4,3,24
1012,1952,Soltero_a,Graduado,Australia,"61823,0000",0,1,3115,523,7,134,37,14,169
5453,1956,Casado_a,Master,Arabia_Saudita,"90226,0000",0,0,3260,1083,108,649,253,151,108
6818,1974,Casado_a,Graduado,Spain,"44989,0000",0,1,3186,98,0,106,49,10,106
7807,1974,Casado_a,Graduado,Spain,"44989,0000",0,1,3186,98,0,106,49,10,106
7532,1980,Casado_a,Graduado,Alemania,"43586,0000",0,1,3287,99,2,11,4,0,16
8346,1974,Soltero_a,Graduado,Spain,"32233,0000",1,0,3298,138,15,35,25,11,72
5564,1969,Convivencia,Graduado,Australia,"62882,0000",0,1,3278,509,133,497,78,24,97
3267,1963,Convivencia,Master,Canada,"57288,0000",0,1,2623,527,0,21,0,0,60
3091,1981,Convivencia,Graduado,Arabia_Saudita,"75774,0000",1,0,2763,340,21,134,258,14,56
762,1981,Convivencia,Graduado,Spain,"75774,0000",1,0,2763,340,21,134,258,14,56
8029,1988,Soltero_a,Master,USA,"90247,0000",0,0,2680,1184,32,352,21,16,16
4376,1960,Soltero_a,Graduado,Spain,"32218,0000",0,0,2753,10,24,15,13,1,30
10981,1988,Casado_a,Graduado,Arabia_Saudita,"84219,0000",0,0,2766,434,137,400,45,137,45
486,1988,Casado_a,Graduado,Canada,"84219,0000",0,0,2766,434,137,400,45,137,45
1158,1966,Divorciado_a,Graduado,Spain,"48877,0000",0,1,2678,102,1,15,2,0,24
9119,1950,Convivencia,Graduado,USA,"60905,0000",0,1,3032,208,17,76,36,17,38
6694,1964,Casado_a,Graduado,Spain,"75236,0000",0,1,2835,438,66,400,12,38,114
10573,1953,Divorciado_a,Graduado,India,"62551,0000",0,0,2842,125,16,98,134,21,27
10140,1983,Convivencia,Doctorado,India,"70123,0000",0,0,2893,1308,0,396,23,0,0
2286,1962,Soltero_a,Graduado,Canada,"50785,0000",1,1,2882,64,1,21,0,1,27
8420,1970,Casado_a,Graduado,Spain,"15315,0000",0,0,3097,7,4,13,15,8,17
10065,1970,Casado_a,Graduado,Spain,"15315,0000",0,0,3097,7,4,13,15,8,17
1029,1970,Convivencia,Doctorado,Spain,"64413,0000",0,1,3156,200,5,44,0,10,20
4207,1981,Casado_a,Doctorado,Spain,"87171,0000",0,0,3159,1001,44,107,58,44,44
10277,1961,Soltero_a,Graduado,Spain,"30081,0000",0,1,3112,36,0,2,0,0,4
4436,1976,Soltero_a,Graduado,Spain,"20180,0000",0,0,3113,18,42,24,15,20,18
2929,1976,Soltero_a,Graduado,Spain,"20180,0000",0,0,3113,18,42,24,15,20,18
6281,1966,Divorciado_a,Graduado,Spain,"55686,0000",0,1,3119,673,0,199,37,47,26
10390,1959,Casado_a,Graduado,Spain,"26887,0000",0,1,2889,6,7,4,3,4,6
2574,1977,Casado_a,Doctorado,Spain,"61996,0000",0,1,3133,1050,12,144,0,0,24
709,1952,Divorciado_a,Graduado,Arabia_Saudita,"51537,0000",0,1,3274,787,20,204,0,0,92
5955,1962,Convivencia,Graduado,Spain,"72025,0000",0,0,3208,833,33,549,151,133,233
8486,1971,Convivencia,Master,Spain,"30538,0000",1,0,3520,284,0,52,8,3,20
10343,1991,Soltero_a,Graduado,India,"61618,0000",0,0,3257,605,91,399,0,45,205
6652,1965,Casado_a,Graduado,Canada,"77343,0000",0,0,2550,227,151,573,98,54,31
8746,1989,Casado_a,Graduado,Spain,"75433,0000",1,0,2675,800,0,297,0,34,57
4686,1962,Viudo_a,Doctorado,Spain,"82571,0000",0,0,2764,861,31,558,62,95,79
3551,1954,Convivencia,Master,Spain,"60033,0000",0,1,2711,62,1,57,19,11,48
4338,1983,Soltero_a,Graduado,Spain,"39062,0000",1,0,2715,23,0,9,0,0,12
4444,1972,Casado_a,Graduado,Spain,"30023,0000",1,0,2716,11,0,16,7,6,21
498,1970,Soltero_a,Graduado,Spain,"30015,0000",1,0,2766,25,0,22,2,3,5
8230,1980,Casado_a,Graduado,Spain,"33228,0000",1,0,2776,22,2,31,7,4,5
2826,1967,Casado_a,Graduado,Spain,"22574,0000",2,1,2863,25,0,8,2,0,2
6222,1967,Casado_a,Graduado,Spain,"22574,0000",2,1,2863,25,0,8,2,0,2
7352,1957,Casado_a,Graduado,Canada,"55267,0000",0,1,2870,161,28,136,32,3,45
10928,1958,Convivencia,Graduado,Spain,"66886,0000",0,1,2905,315,4,62,41,31,146
10736,1971,Soltero_a,Graduado,Canada,"72258,0000",0,1,2821,522,0,522,227,120,134
10163,1984,Soltero_a,Doctorado,Spain,"82733,0000",0,0,2882,712,50,420,65,38,38
6168,1963,Divorciado_a,Graduado,India,"45146,0000",1,1,2968,33,0,5,0,0,15
4656,1990,Soltero_a,Graduado,Arabia_Saudita,"51250,0000",1,0,3075,342,32,230,34,32,40
626,1951,Casado_a,Graduado,USA,"32871,0000",1,1,2918,22,2,12,0,2,5
3870,1978,Convivencia,Graduado,Alemania,"63855,0000",0,0,2919,359,35,314,93,116,89
6299,1968,Divorciado_a,Doctorado,Canada,"42564,0000",0,1,3132,324,48,186,39,18,198
7798,1972,Convivencia,Graduado,Canada,"46344,0000",0,1,3181,233,20,57,8,20,91
9973,1963,Casado_a,Graduado,Spain,"50437,0000",0,2,3239,370,9,92,6,9,4
4299,1960,Convivencia,Graduado,Spain,"70971,0000",0,1,3265,1001,17,572,93,125,17
10971,1977,Soltero_a,Graduado,Spain,"37774,0000",2,0,3461,173,8,107,7,2,176
9931,1963,Casado_a,Doctorado,Spain,"4023,0000",1,1,2625,5,0,1,1,1,1
6679,1966,Soltero_a,Graduado,Spain,"33279,0000",0,0,2459,10,3,3,0,0,0
5961,1978,Casado_a,Graduado,Spain,"42693,0000",1,0,2612,8,4,20,6,3,16
6255,1952,Convivencia,Master,Australia,"70545,0000",0,1,2734,138,39,63,55,18,21
8614,1957,Viudo_a,Graduado,Australia,"65486,0000",0,1,2460,245,19,125,37,67,14
7828,1981,Convivencia,Master,Arabia_Saudita,"77882,0000",0,0,2679,68,129,396,188,22,15
1277,1960,Convivencia,Graduado,USA,"78468,0000",0,0,2552,434,22,388,104,22,34
3595,1963,Convivencia,Graduado,Spain,"77226,0000",0,1,2740,631,43,239,128,76,21
5735,1991,Soltero_a,Master,Spain,"90638,0000",0,0,2755,1156,120,915,94,144,96
5350,1991,Soltero_a,Master,Arabia_Saudita,"90638,0000",0,0,2755,1156,120,915,94,144,96
4137,1948,Convivencia,Graduado,Australia,"70666,0000",0,0,3001,398,40,367,119,122,30
6357,1959,Divorciado_a,Graduado,Arabia_Saudita,"59052,0000",0,1,2843,230,35,75,63,57,31
9316,1952,Convivencia,Secundario,USA,"13084,0000",0,0,3122,2,0,7,3,7,10
3578,1949,Divorciado_a,Graduado,Spain,"49160,0000",0,1,2871,122,21,43,25,10,15
153,1953,Divorciado_a,Graduado,Spain,"23272,0000",0,0,2874,19,3,6,4,2,12
10524,1963,Divorciado_a,Master,Canada,"49476,0000",0,1,2993,386,23,95,54,41,196
1518,1965,Casado_a,Master,Spain,"62694,0000",1,1,2996,379,6,157,25,91,91
2036,1973,Convivencia,Doctorado,India,"57906,0000",0,1,2854,243,11,119,10,3,15
9495,1982,Convivencia,Graduado,Spain,"71853,0000",0,0,2947,358,108,413,141,97,32
2631,1982,Convivencia,Graduado,Spain,"71853,0000",0,0,2947,358,108,413,141,97,32
6312,1959,Casado_a,Graduado,Alemania,"65031,0000",0,1,3088,258,107,291,84,37,86
615,1960,Convivencia,Graduado,Spain,"30507,0000",0,0,2857,65,36,74,38,20,110
4406,1970,Convivencia,Graduado,Canada,"67419,0000",0,1,3148,846,84,352,91,56,42
10061,1950,Casado_a,Graduado,USA,"59462,0000",0,1,3043,724,17,143,0,8,196
10619,1994,Soltero_a,Graduado,Arabia_Saudita,"95529,0000",0,0,3458,770,29,890,250,27,24
4945,1953,Viudo_a,Graduado,Spain,"53653,0000",0,0,3337,815,10,239,28,10,108
1777,1980,Casado_a,Secundario,Spain,"25965,0000",0,0,3339,2,2,11,41,7,11
4023,1970,Casado_a,Graduado,Spain,"22979,0000",1,0,3369,16,17,19,20,21,22
7922,1951,Soltero_a,Doctorado,Arabia_Saudita,"64950,0000",0,1,3187,819,0,72,12,0,63
10699,1985,Casado_a,Graduado,Arabia_Saudita,"44322,0000",1,0,2632,46,0,40,3,0,3
7516,1983,Casado_a,Graduado,Alemania,"30096,0000",1,0,2657,5,3,11,12,5,9
3129,1983,Casado_a,Graduado,Spain,"30096,0000",1,0,2657,5,3,11,12,5,9
5121,1977,Soltero_a,Graduado,Canada,"56628,0000",0,1,2719,479,5,82,7,17,171
2186,1977,Convivencia,Graduado,Spain,"82326,0000",0,0,2523,938,142,754,159,81,183
10548,1995,Soltero_a,Graduado,Alemania,"71163,0000",0,0,2553,283,17,372,138,106,44
6384,1978,Divorciado_a,Graduado,USA,"71022,0000",0,1,2493,909,12,278,0,12,242
2625,1954,Soltero_a,Graduado,Arabia_Saudita,"42607,0000",0,1,2843,156,29,56,30,32,47
1676,1975,Casado_a,Graduado,Spain,"43057,0000",0,1,2861,213,2,44,0,2,5
5534,1975,Casado_a,Master,Spain,"47808,0000",0,1,2871,123,1,26,2,0,72
6859,1987,Soltero_a,Graduado,Spain,"29236,0000",1,0,2942,37,4,24,16,9,9
271,1969,Viudo_a,Graduado,Canada,"40590,0000",1,1,3123,154,0,50,6,11,37
7699,1969,Viudo_a,Graduado,Canada,"40590,0000",1,1,3123,154,0,50,6,11,37
7832,1959,Casado_a,Master,Spain,"77520,0000",0,1,2924,940,44,396,0,88,58
938,1981,Casado_a,Graduado,Spain,"40211,0000",1,1,2953,51,1,7,2,1,25
7873,1973,Convivencia,Doctorado,Canada,"63516,0000",1,1,3006,141,11,114,15,14,5
9967,1974,Divorciado_a,Graduado,USA,"53034,0000",1,1,3014,160,15,196,15,11,50
1087,1975,Convivencia,Master,Spain,"22669,0000",1,0,3022,16,14,36,37,22,48
8314,1982,Casado_a,Graduado,Spain,"79908,0000",0,0,3040,557,129,761,29,185,111
3762,1986,Soltero_a,Doctorado,Arabia_Saudita,"69867,0000",0,0,3129,196,0,512,33,130,54
10383,1966,Divorciado_a,Graduado,Australia,"70287,0000",0,0,3129,295,35,482,121,120,40
6798,1966,Soltero_a,Graduado,Arabia_Saudita,"37070,0000",1,1,3085,231,7,137,4,15,39
4168,1966,Soltero_a,Graduado,Spain,"37070,0000",1,1,3085,231,7,137,4,15,39
6690,1966,Casado_a,Master,Arabia_Saudita,"38179,0000",1,1,3091,38,4,22,4,2,20
10602,1983,Casado_a,Graduado,India,"39922,0000",1,0,3119,29,12,59,19,1,36
3220,1983,Casado_a,Graduado,Alemania,"39922,0000",1,0,3119,29,12,59,19,1,36
5424,1983,Casado_a,Graduado,Arabia_Saudita,"39922,0000",1,0,3119,29,12,59,19,1,36
7488,1963,Soltero_a,Master,Spain,"64191,0000",0,1,3142,420,15,186,151,38,15
5289,1975,Soltero_a,Graduado,Australia,"41658,0000",1,1,3275,8,4,12,15,4,29
347,1976,Divorciado_a,Graduado,Canada,"40780,0000",0,1,3308,229,27,71,13,3,34
5236,1979,Convivencia,Graduado,Spain,"77568,0000",0,1,3292,1230,0,396,232,178,158
9478,1985,Soltero_a,Graduado,Spain,"66503,0000",1,0,3303,91,64,128,65,3,50
477,1986,Casado_a,Graduado,Spain,"83512,0000",0,0,2631,1060,61,835,80,20,101
7411,1964,Casado_a,Doctorado,Arabia_Saudita,"31686,0000",1,1,2673,11,0,5,0,0,1
3107,1976,Convivencia,Graduado,Australia,"71322,0000",0,1,2763,121,24,124,24,15,42
7437,1988,Soltero_a,Graduado,Australia,"27938,0000",1,0,2681,13,0,8,2,1,5
255,1951,Divorciado_a,Graduado,Spain,"22263,0000",1,1,2710,17,0,2,0,0,2
3790,1956,Convivencia,Graduado,Arabia_Saudita,"34633,0000",2,1,2776,8,1,5,0,0,1
749,1981,Convivencia,Graduado,Spain,"42162,0000",1,0,2841,46,7,59,2,4,27
1503,1976,Convivencia,Doctorado,Spain,"162397,0000",1,1,3099,85,1,16,2,1,2
8650,1978,Viudo_a,Graduado,Spain,"54162,0000",1,1,3087,5,6,10,6,5,10
607,1955,Divorciado_a,Graduado,India,"41769,0000",0,1,3120,302,29,131,32,0,27
1008,1981,Convivencia,Doctorado,Alemania,"44953,0000",0,0,3174,728,17,133,11,8,124
9396,1978,Casado_a,Doctorado,Arabia_Saudita,"37717,0000",1,0,3202,9,0,6,4,1,5
933,1978,Casado_a,Doctorado,Spain,"37717,0000",1,0,3202,9,0,6,4,1,5
5710,1970,Convivencia,Graduado,Australia,"40548,0000",0,1,3246,110,0,5,2,0,3
2882,1975,Divorciado_a,Graduado,Arabia_Saudita,"67893,0000",0,1,3520,711,28,142,49,18,47
2379,1953,Soltero_a,Graduado,Arabia_Saudita,"69267,0000",0,0,3264,778,44,499,95,73,146
5342,1976,Divorciado_a,Secundario,Canada,"9548,0000",1,0,3309,0,1,3,10,6,9
3262,1958,Soltero_a,Graduado,Spain,"68281,0000",0,0,3340,995,112,417,42,48,41
5832,1960,Convivencia,Graduado,Spain,"92556,0000",0,0,2689,493,183,352,184,23,28
5025,1979,Soltero_a,Graduado,Spain,"48526,0000",1,0,2806,23,17,23,43,20,9
569,1991,Soltero_a,Graduado,Spain,"90273,0000",0,0,2816,704,129,853,120,74,111
3102,1981,Convivencia,Graduado,Canada,"19414,0000",1,0,2875,2,3,12,3,5,7
9449,1958,Soltero_a,Doctorado,Arabia_Saudita,"79761,0000",0,1,3064,415,5,124,15,35,11
8104,1951,Casado_a,Doctorado,Spain,"53312,0000",0,0,2913,241,0,12,0,0,25
75,1982,Convivencia,Graduado,USA,"41039,0000",0,0,2958,34,11,137,179,61,45
6421,1961,Convivencia,Graduado,Spain,"88347,0000",0,0,3098,1050,178,555,77,138,118
3037,1983,Casado_a,Doctorado,Canada,"50150,0000",0,0,2993,135,46,92,65,61,11
4698,1983,Casado_a,Doctorado,Spain,"50150,0000",0,0,2993,135,46,92,65,61,11
948,1971,Soltero_a,Graduado,Spain,"10245,0000",1,0,3029,4,7,7,6,4,13
6177,1985,Casado_a,Doctorado,USA,"33454,0000",1,0,2947,76,10,56,3,1,23
3517,1952,Soltero_a,Graduado,Spain,"40887,0000",1,1,3008,50,4,44,10,10,43
3491,1975,Convivencia,Graduado,USA,"55914,0000",0,1,3045,384,60,364,119,101,232
7610,1983,Convivencia,Graduado,Spain,"37292,0000",1,0,3056,275,0,86,10,23,66
4377,1971,Casado_a,Graduado,Canada,"52914,0000",0,1,2982,254,10,44,30,10,227
9850,1972,Casado_a,Graduado,Spain,"24884,0000",1,0,3196,3,6,7,0,0,3
5544,1970,Soltero_a,Graduado,Spain,"67384,0000",0,1,3245,957,40,175,158,53,107
6497,1960,Casado_a,Graduado,Australia,"51651,0000",0,1,3337,293,6,23,13,6,92
4543,1980,Casado_a,Graduado,Arabia_Saudita,"82497,0000",0,0,3225,777,129,573,216,21,203
5117,1963,Casado_a,Graduado,Spain,"32632,0000",0,0,3491,63,151,137,153,19,53
1448,1963,Casado_a,Master,India,"33562,0000",1,2,2623,21,12,12,0,3,3
6887,1967,Soltero_a,Graduado,Alemania,"79146,0000",1,1,2685,245,16,223,21,43,16
7500,1967,Soltero_a,Graduado,Spain,"79146,0000",1,1,2685,245,16,223,21,43,16
2724,1981,Soltero_a,Master,Spain,"36143,0000",1,0,2710,12,0,1,0,0,6
2256,1973,Casado_a,Master,Spain,"27159,0000",1,1,2711,17,0,3,0,0,1
1100,1960,Convivencia,Master,Canada,"41275,0000",1,2,2716,24,4,22,0,2,9
7725,1965,Casado_a,Graduado,India,"76800,0000",0,0,2584,173,26,255,35,71,81
2612,1987,Casado_a,Graduado,Arabia_Saudita,"75794,0000",0,0,2806,754,160,625,63,32,48
113,1951,Casado_a,Graduado,Spain,"30833,0000",1,1,2967,11,0,7,3,1,6
2868,1949,Soltero_a,Doctorado,USA,"26518,0000",1,1,2948,20,1,28,3,3,2
4216,1981,Soltero_a,Graduado,Spain,"91065,0000",0,0,3111,822,114,108,179,137,114
199,1962,Soltero_a,Master,Canada,"45183,0000",0,0,3144,219,3,60,12,9,12
359,1950,Convivencia,Graduado,Spain,"48070,0000",0,1,3151,373,14,83,6,9,19
8842,1971,Viudo_a,Graduado,Spain,"30372,0000",1,1,3170,15,0,12,7,3,7
2154,1971,Viudo_a,Graduado,Spain,"30372,0000",1,1,3170,15,0,12,7,3,7
6050,1975,Casado_a,Graduado,India,"57036,0000",0,1,3213,1171,43,219,19,14,47
9204,1970,Viudo_a,Graduado,Spain,"66731,0000",0,1,3186,371,159,194,58,106,141
4472,1970,Divorciado_a,Doctorado,Australia,"35682,0000",1,0,2621,23,0,8,6,2,18
6864,1989,Divorciado_a,Master,Australia,"10979,0000",0,0,2657,8,4,10,2,2,4
10617,1989,Divorciado_a,Master,Spain,"10979,0000",0,0,2657,8,4,10,2,2,4
3924,1965,Divorciado_a,Doctorado,Arabia_Saudita,"57912,0000",0,1,2723,801,0,80,0,0,35
5654,1972,Casado_a,Graduado,Australia,"36026,0000",2,1,2724,20,4,10,6,4,17
9216,1971,Casado_a,Graduado,Canada,"35788,0000",1,1,2776,23,2,11,3,1,4
8086,1959,Casado_a,Graduado,Arabia_Saudita,"42243,0000",1,1,2848,48,0,2,0,0,5
9097,1956,Divorciado_a,Graduado,Spain,"46086,0000",0,1,3094,244,8,32,7,2,50
7631,1978,Convivencia,Master,India,"61346,0000",1,0,3003,562,58,168,43,16,142
7275,1971,Soltero_a,Master,USA,"33316,0000",1,1,3064,79,1,31,4,4,12
8334,1971,Soltero_a,Master,Spain,"33316,0000",1,1,3064,79,1,31,4,4,12
1987,1987,Soltero_a,Secundario,Spain,"21063,0000",1,0,2896,1,10,11,19,3,15
2281,1970,Soltero_a,Graduado,Alemania,"33697,0000",1,0,2906,4,3,7,0,3,11
7034,1978,Casado_a,Graduado,Canada,"25804,0000",1,0,3155,8,7,9,13,6,12
2797,1977,Casado_a,Graduado,Spain,"72117,0000",0,1,2932,707,20,171,65,60,50
3934,1966,Casado_a,Graduado,India,"61286,0000",0,1,3125,356,0,107,19,9,117
2493,1966,Casado_a,Graduado,Alemania,"61286,0000",0,1,3125,356,0,107,19,9,117
3759,1958,Convivencia,Graduado,Spain,"65196,0000",0,2,2958,743,19,181,12,0,200
965,1971,Divorciado_a,Graduado,USA,"55635,0000",0,1,3212,235,65,164,50,49,27
7378,1981,Convivencia,Master,Spain,"42021,0000",1,0,3286,393,5,136,7,5,27
1859,1972,Casado_a,Master,Alemania,"75251,0000",0,0,3290,721,111,925,97,18,18
6263,1968,Convivencia,Graduado,Spain,"35322,0000",1,2,3295,28,9,37,12,7,13
2072,1969,Convivencia,Doctorado,Canada,"53374,0000",0,1,3301,896,10,101,13,10,34
8908,1959,Casado_a,Graduado,Canada,"87195,0000",0,0,2582,217,76,690,50,26,38
738,1981,Soltero_a,Graduado,India,"42395,0000",1,1,2705,48,13,57,24,15,25
10129,1966,Convivencia,Graduado,Spain,"82427,0000",0,0,2462,482,147,509,104,107,107
807,1969,Convivencia,Master,India,"44602,0000",1,1,2753,167,2,89,0,0,34
3334,1951,Casado_a,Graduado,Spain,"94642,0000",0,0,2463,879,143,797,106,143,143
5423,1983,Convivencia,Graduado,Arabia_Saudita,"28359,0000",1,0,2864,6,0,5,2,1,2
4426,1975,Soltero_a,Graduado,USA,"55801,0000",1,1,2899,367,4,51,6,4,95
10489,1973,Casado_a,Graduado,Arabia_Saudita,"92955,0000",0,0,2933,693,21,925,31,24,84
2570,1968,Convivencia,Graduado,Spain,"56534,0000",0,1,2960,691,7,61,10,0,46
3834,1962,Soltero_a,Graduado,USA,"69627,0000",0,1,3088,231,161,215,171,30,53
590,1970,Divorciado_a,Master,Spain,"78579,0000",0,0,3173,816,66,549,216,66,99
4791,1980,Convivencia,Graduado,Australia,"44964,0000",1,1,3179,19,1,17,2,0,2
5304,1974,Soltero_a,Doctorado,Arabia_Saudita,"30899,0000",1,0,3243,24,0,8,0,0,1
2426,1964,Divorciado_a,Doctorado,Spain,"78825,0000",0,0,3272,483,74,114,169,37,18
35,1987,Casado_a,Graduado,Spain,"25545,0000",1,0,3308,32,1,64,16,12,85
8041,1971,Viudo_a,Doctorado,Arabia_Saudita,"47111,0000",0,1,3308,595,71,153,120,112,41
3584,1955,Soltero_a,Doctorado,Canada,"49667,0000",0,0,3297,1181,26,120,17,13,39
7718,1947,Convivencia,Master,Spain,"66000,0000",0,0,2689,244,51,270,101,0,45
8605,1964,Convivencia,Doctorado,Spain,"46910,0000",1,1,2717,48,0,14,0,0,6
1646,1972,Casado_a,Secundario,Canada,"25224,0000",1,0,2724,4,9,12,11,2,8
9206,1968,Convivencia,Graduado,Spain,"77382,0000",0,1,2617,491,48,231,112,105,134
10757,1967,Divorciado_a,Doctorado,Spain,"28420,0000",1,0,2806,4,2,5,2,0,0
6885,1977,Divorciado_a,Graduado,Canada,"32952,0000",1,0,3152,38,0,12,3,1,1
907,1975,Casado_a,Graduado,Spain,"46149,0000",0,1,2831,254,6,71,4,0,27
1150,1899,Convivencia,Doctorado,Spain,"83532,0000",0,0,2895,755,144,562,104,64,224
3867,1947,Convivencia,Doctorado,Spain,"73059,0000",0,1,2921,410,112,420,0,82,71
3859,1947,Convivencia,Doctorado,Arabia_Saudita,"73059,0000",0,1,2921,410,112,420,0,82,71
3265,1959,Casado_a,Graduado,Spain,"35701,0000",0,0,3086,21,1,9,7,3,5
4418,1983,Soltero_a,Master,Canada,"89616,0000",0,0,3108,671,47,655,145,111,15
4611,1970,Convivencia,Graduado,Spain,"105471,0000",0,0,3143,1009,181,104,202,21,207
4530,1948,Viudo_a,Master,Alemania,"78427,0000",0,0,3232,972,19,595,180,26,138
7736,1986,Casado_a,Graduado,Spain,"22518,0000",1,0,3234,11,7,12,2,2,27
9949,1976,Casado_a,Graduado,Canada,"59809,0000",0,2,3238,598,16,141,32,41,49
942,1982,Soltero_a,Graduado,Spain,"39660,0000",1,0,3309,139,13,78,20,13,36
6181,1950,Convivencia,Graduado,USA,"52203,0000",0,0,3317,488,21,238,56,108,28
7660,1973,Soltero_a,Doctorado,Canada,"35860,0000",1,1,2660,15,0,8,4,2,20
2055,1973,Divorciado_a,Doctorado,Spain,"35860,0000",1,1,2660,15,0,8,4,2,20
5107,1973,Divorciado_a,Doctorado,Spain,"35860,0000",1,1,2660,15,0,8,4,2,20
1626,1973,Divorciado_a,Doctorado,Arabia_Saudita,"35860,0000",1,1,2660,15,0,8,4,2,20
6428,1950,Viudo_a,Doctorado,Spain,"76842,0000",0,0,2735,605,10,345,84,54,32
9617,1951,Soltero_a,Graduado,Arabia_Saudita,"15033,0000",0,0,2693,0,4,5,6,0,4
4339,1970,Casado_a,Doctorado,Australia,"67353,0000",0,1,2799,702,17,151,0,8,35
7235,1975,Casado_a,Graduado,Alemania,"17003,0000",1,0,2909,2,5,12,4,8,7
8527,1965,Convivencia,Master,Spain,"65735,0000",1,1,2971,239,7,119,4,15,11
1968,1971,Viudo_a,Graduado,Arabia_Saudita,"45684,0000",1,0,3121,5,1,5,10,0,7
9862,1969,Convivencia,Graduado,Canada,"21918,0000",1,0,2846,1,6,7,11,5,3
11075,1978,Casado_a,Graduado,Canada,"51267,0000",1,1,2862,183,2,64,7,2,12
6658,1972,Convivencia,Graduado,Spain,"59868,0000",0,1,2961,771,51,154,54,10,154
4552,1991,Casado_a,Graduado,Spain,"51373,0000",0,0,2991,83,2,101,64,26,117
10377,1958,Convivencia,Master,Spain,"46692,0000",0,1,3007,170,6,97,24,12,88
5336,1971,Convivencia,Master,Spain,"157733,0000",1,0,3068,39,1,9,2,0,8
10350,1950,Casado_a,Doctorado,Spain,"54432,0000",2,1,2916,33,0,5,0,0,0
11071,1984,Soltero_a,Graduado,Canada,"79607,0000",0,0,3053,450,133,951,173,0,216
11100,1972,Divorciado_a,Graduado,Canada,"51813,0000",1,1,2856,51,2,7,0,1,2
6516,1989,Casado_a,Secundario,Australia,"17487,0000",1,0,3087,0,0,1,7,4,6
1734,1968,Convivencia,Doctorado,Arabia_Saudita,"40706,0000",2,1,3147,59,0,11,4,2,5
2131,1959,Divorciado_a,Doctorado,Spain,"62859,0000",0,1,3165,1063,89,102,16,12,25
